City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
297,Devrek,TR,2021-04-06 20:23:31,41.2192,31.9558,62.53,49,94,7.92
298,Bousso,TD,2021-04-06 20:23:31,10.4795,16.7117,92.62,11,14,6.31
299,Seia,PT,2021-04-06 20:23:32,40.4151,-7.7086,52.0,58,66,2.57
300,Shimoda,JP,2021-04-06 20:23:32,34.6667,138.95,50.0,79,66,7.56
301,Hithadhoo,MV,2021-04-06 20:23:32,-0.6,73.0833,83.55,61,98,10.8
302,Boende,CD,2021-04-06 20:23:33,-0.2167,20.8667,71.87,96,95,1.99
303,Berlevag,NO,2021-04-06 20:23:33,70.8578,29.0864,32.0,74,0,20.71
304,Orichi,RU,2021-04-06 20:23:33,58.4036,49.0572,32.77,94,100,5.3
305,Gueret,FR,2021-04-06 20:23:34,46.1667,1.8667,35.6,44,0,5.75
306,Puerto Ayacucho,VE,2021-04-06 20:23:34,5.6639,-67.6236,81.88,76,97,4.03
307,Mae Sai,TH,2021-04-06 20:23:34,20.4335,99.8762,66.2,100,40,3.44
308,Krasnoselkup,RU,2021-04-06 20:23:35,65.7,82.4667,32.63,98,100,9.53
309,Rudsar,IR,2021-04-06 20:23:35,37.1376,50.288,55.4,82,90,2.59
310,Kroya,ID,2021-04-06 20:23:35,-7.6331,109.2461,77.43,88,88,3.62
311,Beckley,US,2021-04-06 20:23:36,37.7782,-81.1882,73.4,23,1,6.91
312,Rafaela,AR,2021-04-06 20:20:11,-31.2503,-61.4867,82.0,47,39,5.01
313,Dubreka,GN,2021-04-06 20:23:36,9.7911,-13.5233,82.4,78,13,11.5
314,Inirida,CO,2021-04-06 20:23:37,3.8653,-67.9239,82.69,74,79,3.31
315,Mackay,AU,2021-04-06 20:23:37,-21.15,149.2,71.6,100,90,4.61
316,Taltal,CL,2021-04-06 20:23:37,-25.4,-70.4833,70.75,72,31,8.32
317,Pevek,RU,2021-04-06 20:23:38,69.7008,170.3133,-19.91,99,100,6.53
318,Houma,US,2021-04-06 20:23:38,29.5958,-90.7195,82.0,61,40,13.8
319,Nortelandia,BR,2021-04-06 20:23:38,-14.4547,-56.8028,82.13,78,100,1.88
320,Dwarka,IN,2021-04-06 20:23:39,22.2394,68.9678,80.28,76,0,12.53
321,Yingcheng,CN,2021-04-06 20:23:39,30.95,113.55,55.4,100,90,4.47
322,Saint-Francois,FR,2021-04-06 20:23:39,46.4154,3.9054,36.0,51,0,2.3
323,Kaitangata,NZ,2021-04-06 20:23:39,-46.2817,169.8464,55.99,83,100,5.01
324,Sebeta,ET,2021-04-06 20:23:40,8.9167,38.6167,61.75,43,25,4.21
325,Bahia Blanca,AR,2021-04-06 20:23:40,-38.7196,-62.2724,86.63,32,37,16.04
326,Benghazi,LY,2021-04-06 20:23:40,32.1167,20.0667,61.7,73,2,9.35
327,Mocuba,MZ,2021-04-06 20:23:41,-16.8392,36.9856,66.16,89,0,2.68
328,Komsomolskiy,UZ,2021-04-06 20:23:41,40.4272,71.7189,51.8,58,91,6.91
329,Pitimbu,BR,2021-04-06 20:23:41,-7.4706,-34.8086,82.4,74,20,16.11
330,North Bend,US,2021-04-06 20:23:42,43.4065,-124.2243,62.01,66,1,20.71
331,San Angelo,US,2021-04-06 20:23:42,31.4638,-100.437,90.0,29,1,19.57
332,Reserva,BR,2021-04-06 20:23:42,-24.6503,-50.8506,72.64,58,76,2.13
333,Saint-Paul,RE,2021-04-06 20:23:43,-21.0096,55.2707,77.0,73,0,6.91
334,Baherden,TM,2021-04-06 20:23:43,38.4362,57.4316,69.71,27,100,3.96
335,Akdepe,TM,2021-04-06 20:23:43,42.0551,59.3788,53.6,58,0,9.22
336,Zeya,RU,2021-04-06 20:23:44,53.75,127.2667,10.18,83,100,7.23
337,Ruwi,OM,2021-04-06 20:23:44,23.5996,58.5507,78.8,61,0,4.61
338,Apac,UG,2021-04-06 20:23:44,1.9756,32.5386,66.69,94,100,3.6
339,Ballina,AU,2021-04-06 20:23:45,-28.8667,153.5667,69.8,94,75,9.22
340,Bluefields,NI,2021-04-06 20:23:45,12.0137,-83.7635,84.2,74,75,4.61
341,Hervey Bay,AU,2021-04-06 20:23:45,-25.2986,152.8535,70.0,94,99,1.01
342,Wao,PH,2021-04-06 20:23:46,7.6833,124.6833,65.3,90,100,2.01
343,Taoudenni,ML,2021-04-06 20:23:46,22.6783,-3.9836,87.04,10,0,8.84
344,Santa Maria,BR,2021-04-06 20:23:46,-29.6842,-53.8069,86.0,45,0,8.05
345,Petropavlovsk-Kamchatskiy,RU,2021-04-06 20:23:47,53.0452,158.6483,19.4,79,6,8.95
346,San Carlos De Bariloche,AR,2021-04-06 20:20:26,-41.1456,-71.3082,64.99,62,75,18.41
347,Belmonte,BR,2021-04-06 20:23:47,-15.8631,-38.8828,77.0,73,75,2.3
348,Koungou,YT,2021-04-06 20:23:47,-12.7336,45.2042,82.4,69,0,13.8
349,Codrington,AU,2021-04-06 20:23:48,-38.2667,141.9667,50.86,93,24,5.06
350,Yar-Sale,RU,2021-04-06 20:23:48,66.8333,70.8333,26.04,93,100,13.47
351,Mahajanga,MG,2021-04-06 20:23:48,-15.7167,46.3167,78.8,89,20,2.3
352,San Pedro,PH,2021-04-06 20:23:49,14.35,121.0167,82.0,73,20,3.44
353,Acapulco,MX,2021-04-06 20:21:15,16.8634,-99.8901,87.8,58,20,10.36
354,Castro,BR,2021-04-06 20:23:49,-24.7911,-50.0119,66.15,84,70,4.34
355,Vila,PT,2021-04-06 20:23:50,42.0304,-8.1588,55.4,67,0,8.05
356,Tutrakan,BG,2021-04-06 20:23:50,44.05,26.6167,55.0,58,0,3.44
357,Gigmoto,PH,2021-04-06 20:23:50,13.7796,124.39,76.28,81,89,10.27
358,Fairbanks,US,2021-04-06 20:23:51,64.8378,-147.7164,10.0,72,20,1.52
359,Lola,GN,2021-04-06 20:23:51,7.8,-8.5333,70.07,94,99,4.47
360,Bathsheba,BB,2021-04-06 20:23:51,13.2167,-59.5167,84.2,58,40,16.11
361,Mantua,IT,2021-04-06 20:18:57,45.1667,10.7833,37.99,86,87,1.01
362,Dukat,RU,2021-04-06 20:23:52,62.55,155.55,2.93,95,100,2.77
363,Hofn,IS,2021-04-06 20:23:52,64.2539,-15.2082,23.56,49,100,0.98
364,Sayyan,YE,2021-04-06 20:23:52,15.1718,44.3244,57.49,18,18,6.6
365,Clyde River,CA,2021-04-06 20:23:53,70.4692,-68.5914,12.2,73,40,19.57
366,Los Llanos De Aridane,ES,2021-04-06 20:23:53,28.6585,-17.9182,68.0,77,20,4.61
367,Eyl,SO,2021-04-06 20:23:53,7.9803,49.8164,78.04,59,81,13.31
368,Andenes,NO,2021-04-06 20:23:54,69.3143,16.1194,32.0,86,75,28.77
369,Loukhi,RU,2021-04-06 20:22:16,66.0764,33.0381,29.66,81,19,12.03
370,Santa Cruz,BO,2021-04-06 20:23:54,-17.8,-63.1667,89.6,58,75,9.22
371,Wahpeton,US,2021-04-06 20:23:54,46.2652,-96.6059,53.6,35,1,10.36
372,Raudeberg,NO,2021-04-06 20:23:55,61.9875,5.1352,39.0,86,86,23.98
373,Panjakent,TJ,2021-04-06 20:23:55,39.4952,67.6093,50.0,71,11,4.61
374,Bowen,AU,2021-04-06 20:23:55,-20.0167,148.2333,71.6,100,75,4.61
375,Batemans Bay,AU,2021-04-06 20:23:56,-35.7167,150.1833,64.0,97,59,1.01
376,Palu,ID,2021-04-06 20:23:56,-0.8917,119.8707,74.93,94,57,2.19
377,Kavaratti,IN,2021-04-06 20:23:56,10.5669,72.642,83.05,75,32,10.02
378,Vilyuysk,RU,2021-04-06 20:23:56,63.7553,121.6247,-2.09,92,100,5.79
379,Bouca,CF,2021-04-06 20:23:57,6.5105,18.2733,83.19,32,58,5.06
380,Katsina,NG,2021-04-06 20:23:57,12.9894,7.6006,87.62,10,4,7.65
381,Huaral,PE,2021-04-06 20:23:57,-11.495,-77.2078,77.0,65,0,11.5
382,Marsh Harbour,BS,2021-04-06 20:23:02,26.5412,-77.0636,69.66,51,7,9.22
383,Doha,QA,2021-04-06 20:23:58,25.2867,51.5333,71.6,43,0,8.05
384,Torbay,CA,2021-04-06 20:23:58,47.6666,-52.7314,37.99,100,90,9.22
385,Nuuk,GL,2021-04-06 20:23:59,64.1835,-51.7216,26.6,93,75,13.8
386,Denpasar,ID,2021-04-06 20:23:59,-8.65,115.2167,78.8,94,75,21.85
387,Te Anau,NZ,2021-04-06 20:23:59,-45.4167,167.7167,45.57,92,26,0.76
388,Altamira,BR,2021-04-06 20:24:00,-3.2033,-52.2064,89.6,58,20,3.44
389,Goundam,ML,2021-04-06 20:24:00,16.4145,-3.6708,87.71,5,0,11.3
390,Sao Gabriel Da Cachoeira,BR,2021-04-06 20:24:00,-0.1303,-67.0892,73.4,94,90,10.36
391,Nikolskoye,RU,2021-04-06 20:24:01,59.7035,30.7861,36.0,69,0,11.18
392,Keshorai Patan,IN,2021-04-06 20:24:01,25.3,75.9333,85.82,14,0,8.95
393,Boyolangu,ID,2021-04-06 20:24:01,-8.1181,111.8935,75.25,92,99,1.1
394,Murgab,TM,2021-04-06 20:24:02,37.4966,61.9714,57.2,62,90,4.61
395,Ancud,CL,2021-04-06 20:24:02,-41.8697,-73.8203,63.0,82,75,18.41
396,Kozlovo,RU,2021-04-06 20:24:02,56.5167,36.2667,35.6,91,100,3.71
397,Haines Junction,CA,2021-04-06 20:24:03,60.7522,-137.5108,17.6,49,100,11.5
398,Sibiti,CG,2021-04-06 20:24:03,-3.6819,13.3499,67.53,95,100,1.7
399,Brandfort,ZA,2021-04-06 20:24:03,-28.7001,26.4597,62.6,59,98,5.75
400,Cayenne,GF,2021-04-06 20:23:26,4.9333,-52.3333,81.0,94,75,3.44
401,Longyearbyen,SJ,2021-04-06 20:24:04,78.2186,15.6401,10.4,48,40,10.36
402,Linares,CL,2021-04-06 20:19:51,-35.85,-71.6,76.73,30,100,5.75
403,Rockland,US,2021-04-06 20:24:04,41.1668,-74.0496,69.01,16,2,1.01
404,Olbia,IT,2021-04-06 20:24:05,40.9214,9.4856,53.6,47,0,25.32
405,San Cristobal,VE,2021-04-06 20:24:05,7.7669,-72.225,86.0,54,40,18.41
406,Portland,US,2021-04-06 20:22:59,45.5234,-122.6762,61.0,50,1,3.44
407,Presidencia Roque Saenz Pena,AR,2021-04-06 20:24:05,-26.7852,-60.4388,75.99,80,21,4.0
408,Lompoc,US,2021-04-06 20:24:06,34.6391,-120.4579,64.0,63,89,12.66
409,Neyvo-Shaytanskiy,RU,2021-04-06 20:24:06,57.7286,61.2496,24.94,96,16,2.53
410,Yuli,NG,2021-04-06 20:24:06,9.6989,10.2744,90.07,15,92,2.86
411,Biak,ID,2021-04-06 20:24:07,-0.9131,122.8766,76.82,79,16,1.48
412,Chabahar,IR,2021-04-06 20:24:07,25.2919,60.643,78.55,54,0,4.72
413,Aquidauana,BR,2021-04-06 20:24:07,-20.4711,-55.7872,91.9,30,95,7.34
414,Marathon,US,2021-04-06 20:24:08,44.9,-89.7668,78.8,38,90,3.44
415,Bonavista,CA,2021-04-06 20:24:08,48.6499,-53.1147,39.2,100,100,3.44
416,Chenzhou,CN,2021-04-06 20:24:09,25.8,113.0333,59.18,94,95,2.37
417,Energetik,RU,2021-04-06 20:24:09,51.7445,58.7934,35.53,99,100,8.1
418,Chokwe,MZ,2021-04-06 20:24:09,-24.5333,32.9833,65.98,80,0,5.26
419,Port Augusta,AU,2021-04-06 20:24:09,-32.5,137.7667,53.6,94,0,3.44
420,Saint-Joseph,RE,2021-04-06 20:24:10,-21.3667,55.6167,77.0,73,0,4.61
421,Ninghai,CN,2021-04-06 20:24:10,29.2892,121.4247,55.99,94,97,1.99
422,Aswan,EG,2021-04-06 20:24:11,24.0934,32.907,83.01,8,0,7.87
423,Mayor Pablo Lagerenza,PY,2021-04-06 20:24:11,-19.9309,-60.7718,83.8,60,76,5.19
424,Pouebo,NC,2021-04-06 20:24:11,-20.4,164.5667,73.65,75,100,9.31
425,Chakradharpur,IN,2021-04-06 20:24:12,22.7,85.6333,77.36,51,0,2.68
426,Pochutla,MX,2021-04-06 20:24:12,15.7432,-96.4661,88.0,62,90,9.22
427,Vila Franca Do Campo,PT,2021-04-06 20:24:12,37.7167,-25.4333,60.8,94,40,5.75
428,Meulaboh,ID,2021-04-06 20:24:13,4.1363,96.1285,77.04,85,98,2.15
429,Agropoli,IT,2021-04-06 20:24:13,40.3469,14.9966,57.0,83,2,5.01
430,Nizwa,OM,2021-04-06 20:24:13,22.9333,57.5333,75.33,30,0,7.23
431,Fortuna,US,2021-04-06 20:24:13,40.5982,-124.1573,57.99,82,1,16.11
432,Hasaki,JP,2021-04-06 20:24:14,35.7333,140.8333,42.8,87,20,5.75
433,Neiafu,TO,2021-04-06 20:24:14,-18.65,-173.9833,78.8,78,20,2.3
434,Narsaq,GL,2021-04-06 20:24:14,60.9167,-46.05,35.6,87,75,5.75
435,Bintulu,MY,2021-04-06 20:24:15,3.1667,113.0333,77.0,94,20,3.44
436,Uvat,RU,2021-04-06 20:24:15,59.1433,68.8953,29.46,93,60,8.14
437,Djibo,BF,2021-04-06 20:24:15,14.1022,-1.6306,90.99,7,73,8.95
438,Olafsvik,IS,2021-04-06 20:24:16,64.8945,-23.7142,27.57,64,60,4.07
439,Aripuana,BR,2021-04-06 20:24:16,-9.1667,-60.6333,83.55,74,100,2.66
440,Solnechnyy,RU,2021-04-06 20:24:16,50.7214,136.6319,22.73,93,100,2.39
441,Cidreira,BR,2021-04-06 20:24:17,-30.1811,-50.2056,74.86,78,0,12.3
442,Sao Joao Da Barra,BR,2021-04-06 20:24:17,-21.6403,-41.0511,80.6,61,75,6.91
443,Micheweni,TZ,2021-04-06 20:24:17,-4.9667,39.8333,81.23,78,13,10.0
444,Anadyr,RU,2021-04-06 20:24:18,64.75,177.4833,-9.4,70,0,6.71
445,Talnakh,RU,2021-04-06 20:24:18,69.4865,88.3972,27.41,97,100,2.75
446,Asau,RO,2021-04-06 20:24:18,46.4333,26.4,42.01,51,100,1.16
447,Santa Barbara,US,2021-04-06 20:24:19,34.7333,-120.0343,64.4,55,1,4.61
448,Coos Bay,US,2021-04-06 20:24:19,43.3665,-124.2179,62.01,66,1,20.71
449,Dryden,CA,2021-04-06 20:19:57,49.7833,-92.7503,53.6,30,1,8.05
450,Asfi,MA,2021-04-06 20:22:05,32.2994,-9.2372,62.31,86,100,8.72
451,Bushehr,IR,2021-04-06 20:24:20,28.9684,50.8385,68.0,83,0,4.61
452,Salvador,SV,2021-04-06 20:24:20,13.8333,-88.9167,91.4,45,20,9.22
453,Suicheng,CN,2021-04-06 20:24:21,33.8963,117.9331,52.05,61,100,3.74
454,Sennoy,RU,2021-04-06 20:20:07,52.1509,46.9631,34.02,99,100,11.65
455,Dudinka,RU,2021-04-06 20:24:21,69.4058,86.1778,16.48,94,96,11.56
456,Sovetsk,RU,2021-04-06 20:24:21,55.0839,21.8785,31.24,87,39,6.93
457,Maniitsoq,GL,2021-04-06 20:24:22,65.4167,-52.9,25.88,80,26,6.29
458,Great Yarmouth,GB,2021-04-06 20:24:22,52.6083,1.7305,36.0,69,20,9.22
459,Faya,SA,2021-04-06 20:24:22,18.3851,42.4509,68.0,48,16,3.44
460,Honningsvag,NO,2021-04-06 20:24:23,70.9821,25.9704,32.0,86,90,18.41
461,San Juan,AR,2021-04-06 20:20:39,-31.5375,-68.5364,90.54,25,0,7.65
462,Sao Paulo De Olivenca,BR,2021-04-06 20:24:23,-3.3783,-68.8725,82.62,76,86,2.1
463,Alofi,NU,2021-04-06 20:20:23,-19.0595,-169.9187,80.6,89,75,4.61
464,Natchitoches,US,2021-04-06 20:24:24,31.7668,-93.1335,75.2,69,90,8.05
465,Gizo,SB,2021-04-06 20:24:24,-8.103,156.8419,82.27,77,99,7.61
466,Fonte Boa,BR,2021-04-06 20:24:24,-2.4959,-66.2662,80.15,90,98,0.72
467,Southbridge,US,2021-04-06 20:24:25,42.0751,-72.0334,61.0,35,97,1.01
468,Hami,CN,2021-04-06 20:24:25,42.8,93.45,57.43,25,58,5.91
469,Nyurba,RU,2021-04-06 20:24:25,63.2842,118.3319,12.7,94,100,7.78
470,Sarangani,PH,2021-04-06 20:24:26,5.4033,125.4636,82.38,73,97,13.31
471,Dapaong,TG,2021-04-06 20:23:23,10.8639,0.205,94.35,15,12,5.82
472,Kuragino,RU,2021-04-06 20:24:26,53.8975,92.6725,34.07,98,100,1.21
473,Pringsewu,ID,2021-04-06 20:24:27,-5.3582,104.9744,73.42,89,100,3.15
474,Singkawang,ID,2021-04-06 20:24:27,0.9,109.0,76.64,89,100,3.67
475,Kyaikto,MM,2021-04-06 20:24:27,17.3,97.0167,75.78,70,5,6.38
476,Ornskoldsvik,SE,2021-04-06 20:22:26,63.2909,18.7153,35.6,93,90,14.97
477,Port Moresby,PG,2021-04-06 20:24:28,-9.4431,147.1797,76.62,89,98,5.61
478,Abu Samrah,SY,2021-04-06 20:24:28,35.3029,37.1841,69.21,22,8,10.49
479,Pavlohrad,UA,2021-04-06 20:24:29,48.5167,35.8667,39.2,87,40,6.71
480,Jaciara,BR,2021-04-06 20:24:29,-15.9653,-54.9683,84.94,62,100,4.0
481,Avera,US,2021-04-06 20:24:29,33.194,-82.5271,82.4,22,1,4.61
482,Alta Floresta,BR,2021-04-06 20:24:29,-9.8756,-56.0861,87.8,66,40,4.61
483,San Carlos,VE,2021-04-06 20:24:30,9.6612,-68.5827,86.23,56,96,3.53
484,Sur,OM,2021-04-06 20:23:02,22.5667,59.5289,81.34,30,0,3.38
485,Khandyga,RU,2021-04-06 20:24:30,62.6667,135.6,-29.56,100,72,1.68
486,Ambilobe,MG,2021-04-06 20:22:16,-13.2,49.05,75.38,93,100,2.57
487,Rocha,UY,2021-04-06 20:24:31,-34.4833,-54.3333,73.81,73,49,10.6
488,Princeton,US,2021-04-06 20:24:31,25.5384,-80.4089,78.01,53,20,11.5
489,Matagami,CA,2021-04-06 20:24:31,49.7502,-77.6328,51.8,19,1,9.22
490,Xichang,CN,2021-04-06 20:24:32,27.8964,102.2634,55.15,82,95,1.07
491,Villacarrillo,ES,2021-04-06 20:24:32,38.1156,-3.0848,59.79,44,99,2.28
492,Noumea,NC,2021-04-06 20:24:32,-22.2763,166.4572,79.0,88,90,2.3
493,Chalons-En-Champagne,FR,2021-04-06 20:24:33,48.9539,4.3672,33.8,86,0,10.36
494,Guerrero Negro,MX,2021-04-06 20:24:33,27.9769,-114.0611,70.45,53,99,19.44
495,High Level,CA,2021-04-06 20:24:33,58.5169,-117.136,37.4,65,75,9.22
496,Colares,PT,2021-04-06 20:24:34,38.7992,-9.4469,60.8,39,0,10.36
497,Praia Da Vitoria,PT,2021-04-06 20:24:34,38.7333,-27.0667,62.01,94,75,3.29
498,Ulladulla,AU,2021-04-06 20:24:34,-35.35,150.4667,63.0,100,75,4.27
499,Carbonear,CA,2021-04-06 20:24:35,47.7332,-53.2148,39.99,100,100,4.0
500,Mpanda,TZ,2021-04-06 20:24:35,-6.3655,31.0409,65.8,95,62,0.89
501,Christchurch,NZ,2021-04-06 20:24:33,-43.5333,172.6333,54.0,100,90,4.61
502,Poum,NC,2021-04-06 20:24:35,-20.2333,164.0167,77.95,68,100,20.4
503,Muskegon,US,2021-04-06 20:24:36,43.3,-86.1334,66.2,63,75,12.66
504,Palmer,US,2021-04-06 20:22:29,42.1584,-72.3287,66.2,26,20,13.8
505,Inhambane,MZ,2021-04-06 20:21:01,-23.865,35.3833,73.99,64,41,10.25
506,Irbil,IQ,2021-04-06 20:24:36,36.1926,44.0106,57.2,54,0,1.14
507,Yumen,CN,2021-04-06 20:24:37,40.2833,97.2,44.19,47,0,10.58
508,Leninskoye,KZ,2021-04-06 20:24:37,41.7589,69.3864,50.0,71,0,2.3
509,Nemuro,JP,2021-04-06 20:24:37,43.3236,145.575,33.21,73,100,6.8
510,Carutapera,BR,2021-04-06 20:24:38,-1.195,-46.02,82.08,74,74,8.88
511,Rorvik,NO,2021-04-06 20:24:38,64.8621,11.2373,35.6,80,40,21.85
512,Talcahuano,CL,2021-04-06 20:24:38,-36.7167,-73.1167,62.6,82,90,6.91
513,Vanavara,RU,2021-04-06 20:24:39,60.34,102.2797,34.38,98,100,6.71
514,Coaticook,CA,2021-04-06 20:24:39,45.1334,-71.7991,53.6,58,100,9.22
515,Kotelnikovo,RU,2021-04-06 20:24:39,47.6317,43.1461,42.13,73,0,5.93
516,Vila Velha,BR,2021-04-06 20:24:39,-20.3297,-40.2925,82.0,73,20,9.22
517,Timmins,CA,2021-04-06 20:24:40,48.4669,-81.3331,41.0,93,90,5.75
518,Perth,AU,2021-04-06 20:22:46,-31.9333,115.8333,69.01,82,0,1.14
519,Anori,BR,2021-04-06 20:24:40,-3.7728,-61.6442,80.6,87,100,2.08
520,Shihezi,CN,2021-04-06 20:24:41,44.3,86.0333,52.12,53,38,5.12
521,La Palma,US,2021-04-06 20:23:47,33.8464,-118.0467,72.0,60,40,9.22
522,Saint-Michel-Des-Saints,CA,2021-04-06 20:24:41,46.6834,-73.9159,54.0,54,29,4.45
523,Hailar,CN,2021-04-06 20:24:41,49.2,119.7,26.13,27,45,7.99
524,San Juan De Los Lagos,MX,2021-04-06 20:24:42,21.25,-102.3,80.6,13,1,14.97
525,Port-Gentil,GA,2021-04-06 20:24:42,-0.7193,8.7815,77.0,94,75,2.3
526,Maceio,BR,2021-04-06 20:24:42,-9.6658,-35.7353,80.6,74,40,9.22
527,Agirish,RU,2021-04-06 20:24:43,61.9247,63.0231,26.64,96,8,3.42
528,Smithers,CA,2021-04-06 20:23:45,54.7804,-127.1743,42.8,61,90,5.75
529,Bayir,TR,2021-04-06 20:24:43,37.2687,28.2167,64.4,63,75,9.22
530,Tariba,VE,2021-04-06 20:24:43,7.8188,-72.2243,86.0,54,40,18.41
531,Maple Creek,CA,2021-04-06 20:24:44,49.9168,-109.4848,59.0,26,5,5.75
532,Batyrevo,RU,2021-04-06 20:24:44,55.0675,47.6111,29.57,97,97,9.51
533,Mgachi,RU,2021-04-06 20:24:44,51.05,142.2667,26.62,95,30,5.79
534,Tautira,PF,2021-04-06 20:24:45,-17.7333,-149.15,84.2,58,75,4.61
535,San Jose,US,2021-04-06 20:20:10,37.3394,-121.895,66.99,51,20,6.91
536,Yerofey Pavlovich,RU,2021-04-06 20:24:45,53.9667,121.9667,4.53,85,57,3.31
537,Bouar,CF,2021-04-06 20:24:46,5.934,15.596,74.7,40,24,2.06
538,Jaisalmer,IN,2021-04-06 20:24:46,26.9147,70.9181,74.1,45,2,14.58
539,Bukama,CD,2021-04-06 20:24:46,-9.2,25.85,70.09,94,81,1.86
540,Ahipara,NZ,2021-04-06 20:24:47,-35.1667,173.1667,62.64,80,100,8.03
541,Khani,GE,2021-04-06 20:24:47,41.9563,42.9566,51.8,87,0,14.97
542,Rundu,NA,2021-04-06 20:24:47,-17.9333,19.7667,72.39,44,49,4.21
543,Boissevain,CA,2021-04-06 20:24:48,49.2306,-100.0559,55.99,24,1,9.22
544,Visby,SE,2021-04-06 20:24:48,57.6409,18.296,39.0,70,90,18.41
545,Utica,US,2021-04-06 20:24:48,43.1009,-75.2327,60.8,18,1,11.5
546,Livingston,GB,2021-04-06 20:24:49,55.9029,-3.5226,35.6,48,0,5.75
547,Gboko,NG,2021-04-06 20:24:49,7.3179,8.9951,83.66,58,98,15.28
548,Poya,NC,2021-04-06 20:24:49,-21.35,165.15,72.91,78,100,5.48
549,Maiduguri,NG,2021-04-06 20:24:50,11.8464,13.1603,88.12,11,3,10.11
550,Edmundston,CA,2021-04-06 20:24:50,47.3737,-68.3251,51.8,71,100,4.61
551,Krasnomayskiy,RU,2021-04-06 20:24:50,57.6194,34.4099,31.12,82,100,4.52
552,Phan Thiet,VN,2021-04-06 20:24:51,10.9333,108.1,74.32,82,90,7.2
553,Roma,US,2021-04-06 20:24:03,43.2128,-75.4557,61.0,18,1,11.5
554,Chuncheng,CN,2021-04-06 20:24:51,22.1731,111.7886,69.87,96,33,2.42
555,Sulangan,PH,2021-04-06 20:24:52,11.1373,123.7228,80.26,79,97,19.44
556,Uvira,CD,2021-04-06 20:24:52,-3.4067,29.1458,73.83,83,94,2.04
557,Buala,SB,2021-04-06 20:24:52,-8.145,159.5921,78.12,87,100,8.63
558,Kaberamaido,UG,2021-04-06 20:24:53,1.7389,33.1594,69.04,86,100,2.57
559,Kasongo-Lunda,CD,2021-04-06 20:24:53,-6.4667,16.8167,71.87,93,100,1.52
560,Ajaccio,FR,2021-04-06 20:22:15,42.0,8.9167,50.0,66,90,5.75
561,College,US,2021-04-06 20:24:53,64.8569,-147.8028,9.0,72,20,1.54
562,Bhadrachalam,IN,2021-04-06 20:24:54,17.6667,80.8833,79.77,68,7,6.93
563,Waipawa,NZ,2021-04-06 20:24:54,-41.4122,175.5153,55.4,88,7,3.44
564,Paracuru,BR,2021-04-06 20:24:54,-3.41,-39.0306,84.0,70,100,15.99
565,Belaya Gora,RU,2021-04-06 20:24:55,68.5333,146.4167,-16.69,99,100,1.54
566,Banda Aceh,ID,2021-04-06 20:24:55,5.5577,95.3222,79.05,81,76,7.85
567,Byron Bay,AU,2021-04-06 20:22:32,-28.65,153.6167,69.8,94,75,9.22
568,Killybegs,IE,2021-04-06 20:24:55,54.6333,-8.45,42.01,89,100,8.99
569,Canto Do Buriti,BR,2021-04-06 20:24:56,-8.11,-42.9444,90.09,39,100,4.09
570,Pemangkat,ID,2021-04-06 20:24:56,1.1667,108.9667,78.26,84,95,4.14
571,Phibun Mangsahan,TH,2021-04-06 20:24:56,15.2447,105.2291,86.0,73,58,5.75
572,Senneterre,CA,2021-04-06 20:24:57,48.3835,-77.2328,55.4,15,90,2.51
573,Gaomi,CN,2021-04-06 20:24:57,36.3833,119.7528,53.01,57,0,2.24
574,Trelew,AR,2021-04-06 20:24:57,-43.249,-65.3051,68.77,81,100,11.92
575,Sakhon Nakhon,TH,2021-04-06 20:24:58,17.1612,104.1472,76.96,58,62,8.75
576,Disna,BY,2021-04-06 20:24:58,55.568,28.1971,33.91,74,100,6.67
577,Camacupa,AO,2021-04-06 20:24:58,-12.0167,17.4833,67.53,63,96,1.45
578,Okha,RU,2021-04-06 20:24:59,53.5739,142.9478,26.31,94,100,19.37
579,Verkhnyaya Inta,RU,2021-04-06 20:24:59,65.9811,60.3094,23.54,84,66,6.62
580,Balabac,PH,2021-04-06 20:24:59,7.9868,117.0645,81.12,74,100,11.18
