City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
1260,Leningradskiy,69.3833,178.4167,-12.41,91,12,5.44,RU,2021-04-11 20:00:01
1261,Talnakh,69.4865,88.3972,27.07,92,100,13.22,RU,2021-04-11 20:00:02
1262,Ahipara,-35.1667,173.1667,65.17,84,32,2.21,NZ,2021-04-11 20:00:02
1263,Vardo,70.3705,31.1107,32.0,80,75,23.02,NO,2021-04-11 20:00:04
1264,Nuevo Progreso,23.1667,-97.95,86.0,49,18,10.0,MX,2021-04-11 20:00:04
1265,Terrace,54.5163,-128.6035,37.4,60,75,2.3,CA,2021-04-11 20:00:05
1266,Umm Kaddadah,13.6017,26.6876,76.93,12,96,13.62,SD,2021-04-11 20:00:06
1267,Iberia,29.9502,-91.7507,79.0,36,1,9.01,US,2021-04-11 20:00:08
1268,Provideniya,64.3833,-173.3,9.79,87,100,28.39,RU,2021-04-11 20:00:08
1269,Lasa,46.6166,10.7002,50.0,93,75,6.91,IT,2021-04-11 19:59:47
1270,Banda Aceh,5.5577,95.3222,79.7,80,6,3.13,ID,2021-04-11 19:55:11
1271,Ponta Do Sol,32.6667,-17.1,62.01,77,100,1.99,PT,2021-04-11 20:00:10
1272,Pacific Grove,36.6177,-121.9166,57.2,62,20,8.05,US,2021-04-11 19:55:54
1273,Port Elizabeth,-33.918,25.5701,62.6,94,40,3.44,ZA,2021-04-11 20:00:11
1274,Havelock,34.8791,-76.9013,75.0,71,100,5.99,US,2021-04-11 19:58:41
1275,Kapoeta,4.7717,33.5903,83.73,47,86,4.18,SS,2021-04-11 20:00:12
1276,Mar Del Plata,-38.0023,-57.5575,68.0,56,20,16.11,AR,2021-04-11 20:00:12
1277,Maceio,-9.6658,-35.7353,73.4,94,90,4.61,BR,2021-04-11 20:00:10
1278,Severo-Kurilsk,50.6789,156.125,31.42,66,100,7.4,RU,2021-04-11 20:00:13
1279,Bambous Virieux,-20.3428,57.7575,78.8,89,75,10.36,MU,2021-04-11 20:00:14
1280,Georgetown,5.4112,100.3354,81.0,89,20,3.83,MY,2021-04-11 19:59:11
1281,Jamestown,42.097,-79.2353,62.6,55,90,8.05,US,2021-04-11 20:00:14
1282,San Patricio,28.017,-97.5169,84.0,57,40,13.8,US,2021-04-11 20:00:14
1283,Khash,28.2211,61.2158,66.65,19,45,6.13,IR,2021-04-11 19:58:17
1284,Eenhana,-17.4667,16.3333,67.17,39,1,6.89,NA,2021-04-11 20:00:15
1285,Sterling,39.0062,-77.4286,80.01,29,75,12.66,US,2021-04-11 19:55:53
1286,Tasiilaq,65.6145,-37.6368,33.8,51,0,8.05,GL,2021-04-11 20:00:15
1287,Manaure,11.7751,-72.4445,87.22,57,96,15.93,CO,2021-04-11 20:00:16
1288,Nikolskoye,59.7035,30.7861,42.8,45,0,4.47,RU,2021-04-11 20:00:16
1289,Manggar,-2.8833,108.2667,80.01,80,100,2.93,ID,2021-04-11 20:00:17
1290,Babol,36.5513,52.679,55.98,88,100,9.44,IR,2021-04-11 20:00:17
1291,Diamantino,-14.4086,-56.4461,83.97,67,77,3.65,BR,2021-04-11 20:00:17
1292,Coffs Harbour,-30.3,153.1333,51.8,54,0,10.36,AU,2021-04-11 19:55:46
1293,La Reforma,25.0833,-108.05,91.0,48,54,8.01,MX,2021-04-11 20:00:18
1294,Aklavik,68.2191,-135.0107,-2.2,50,1,6.91,CA,2021-04-11 20:00:18
1295,Sitka,57.0531,-135.33,35.6,80,90,3.44,US,2021-04-11 20:00:19
1296,Consett,54.854,-1.8316,33.01,91,100,2.84,GB,2021-04-11 20:00:19
1297,Malanje,-9.5402,16.341,64.45,94,75,3.38,AO,2021-04-11 20:00:19
1298,Maniitsoq,65.4167,-52.9,35.22,77,20,2.46,GL,2021-04-11 20:00:20
1299,Saint-Philippe,-21.3585,55.7679,77.0,78,0,6.91,RE,2021-04-11 20:00:20
1300,Puerto Ayora,-0.7393,-90.3518,80.6,78,40,9.22,EC,2021-04-11 20:00:20
1301,Boralday,43.3578,76.8594,46.4,71,20,4.47,KZ,2021-04-11 20:00:21
1302,Lorengau,-2.0226,147.2712,78.37,90,100,12.03,PG,2021-04-11 19:59:13
1303,Kysyl-Syr,63.8986,122.7617,-7.26,95,28,4.36,RU,2021-04-11 20:00:21
1304,Gizo,-8.103,156.8419,80.26,78,99,4.21,SB,2021-04-11 20:00:21
1305,Liuhe,42.2401,125.7172,48.49,51,100,6.31,CN,2021-04-11 19:59:01
1306,Omboue,-1.5746,9.2618,78.44,85,100,5.79,GA,2021-04-11 19:55:52
1307,Mahon,39.8885,4.2658,57.2,100,75,4.61,ES,2021-04-11 20:00:22
1308,Jati,24.3539,68.2671,80.04,56,0,12.46,PK,2021-04-11 20:00:23
1309,Ko Samui,9.5357,99.9357,83.77,72,100,11.14,TH,2021-04-11 19:59:10
1310,Coolum Beach,-26.5333,153.1,55.99,59,1,11.59,AU,2021-04-11 20:00:23
1311,Muisne,0.6,-80.0333,86.0,84,40,10.36,EC,2021-04-11 20:00:24
1312,Talaya,61.3833,152.75,-11.04,98,100,3.29,RU,2021-04-11 20:00:24
1313,Mudkhed,19.1667,77.5167,83.19,41,69,5.82,IN,2021-04-11 20:00:24
1314,Naze,28.3667,129.4833,64.71,69,48,19.89,JP,2021-04-11 20:00:25
1315,Tigil,57.8,158.6667,5.52,98,100,2.86,RU,2021-04-11 20:00:25
1316,Neuquen,-38.9516,-68.0591,77.0,31,0,5.75,AR,2021-04-11 19:55:47
1317,Aripuana,-9.1667,-60.6333,83.07,74,85,2.28,BR,2021-04-11 20:00:26
1318,Ayapel,8.3137,-75.1398,88.54,58,95,2.28,CO,2021-04-11 20:00:26
1319,Tommot,58.9564,126.2925,11.86,93,100,9.37,RU,2021-04-11 20:00:26
1320,Dingle,10.9995,122.6711,75.0,84,98,6.4,PH,2021-04-11 20:00:27
1321,Saskylakh,71.9167,114.0833,14.09,95,96,6.8,RU,2021-04-11 20:00:27
1322,Pedasi,7.5333,-80.0333,84.99,62,87,7.54,PA,2021-04-11 20:00:27
1323,Kita,13.0349,-9.4895,94.84,8,0,3.62,ML,2021-04-11 20:00:28
1324,Broome,42.2506,-75.833,60.01,94,90,11.5,US,2021-04-11 20:00:28
1325,Khatanga,71.9667,102.5,17.46,85,98,12.75,RU,2021-04-11 20:00:29
1326,Sao Joao Da Barra,-21.6403,-41.0511,87.8,51,0,6.91,BR,2021-04-11 20:00:29
1327,Saint George,37.1041,-113.5841,82.0,11,1,10.38,US,2021-04-11 20:00:09
1328,Safita,34.8205,36.1153,52.0,79,58,4.0,SY,2021-04-11 20:00:30
1329,El Tarra,8.5756,-73.0949,89.33,57,99,3.31,CO,2021-04-11 20:00:30
1330,Otane,-39.8833,176.6333,59.0,96,95,1.99,NZ,2021-04-11 20:00:30
1331,San Carlos,9.6612,-68.5827,89.6,50,91,3.36,VE,2021-04-11 19:56:18
1332,Buchanan,5.8808,-10.0467,80.6,83,40,3.44,LR,2021-04-11 20:00:31
1333,Arman,59.7,150.1667,7.43,87,100,13.24,RU,2021-04-11 20:00:31
1334,Passos,-20.7189,-46.6097,76.12,49,0,2.77,BR,2021-04-11 20:00:32
1335,Teacapan,22.55,-105.75,81.66,52,100,9.13,MX,2021-04-11 20:00:32
1336,Ostrovnoy,68.0531,39.5131,34.11,83,100,25.88,RU,2021-04-11 20:00:32
1337,Airai,-8.9266,125.4092,58.24,88,29,2.24,TL,2021-04-11 20:00:33
1338,Laguna,38.421,-121.4238,75.0,28,1,6.02,US,2021-04-11 20:00:33
1339,Dikson,73.5069,80.5464,29.89,89,100,28.23,RU,2021-04-11 20:00:34
1340,Celestun,20.8667,-90.4,84.58,70,2,14.29,MX,2021-04-11 20:00:34
1341,Djambala,-2.5447,14.7533,69.26,92,61,4.16,CG,2021-04-11 20:00:34
1342,Hurghada,27.2574,33.8129,66.2,26,0,10.36,EG,2021-04-11 20:00:15
1343,Bahraich,27.5833,81.6,77.04,10,0,6.15,IN,2021-04-11 20:00:35
1344,Cam Ranh,11.9214,109.1591,77.0,88,75,4.61,VN,2021-04-11 20:00:35
1345,Guerrero Negro,27.9769,-114.0611,67.5,57,97,14.32,MX,2021-04-11 20:00:35
1346,Dukat,62.55,155.55,-19.17,99,100,3.83,RU,2021-04-11 20:00:36
1347,Mackenzie,55.2999,-123.1698,37.4,38,1,5.75,CA,2021-04-11 20:00:36
1348,Isangel,-19.55,169.2667,78.17,88,100,10.27,VU,2021-04-11 20:00:36
1349,Cap Malheureux,-19.9842,57.6142,78.01,79,100,4.0,MU,2021-04-11 19:58:43
1350,Pevek,69.7008,170.3133,-20.4,100,100,4.16,RU,2021-04-11 20:00:37
1351,Praia Da Vitoria,38.7333,-27.0667,66.2,77,20,9.37,PT,2021-04-11 20:00:37
1352,Kattivakkam,13.2167,80.3167,82.4,74,40,3.44,IN,2021-04-11 20:00:38
1353,Fairview,40.8126,-73.999,57.99,94,90,8.05,US,2021-04-11 19:58:11
1354,Kodiak,57.79,-152.4072,39.2,93,90,10.36,US,2021-04-11 19:59:49
1355,Calderitas,18.55,-88.25,87.8,70,40,10.22,MX,2021-04-11 20:00:38
1356,Keti Bandar,24.1447,67.4497,79.59,70,0,14.7,PK,2021-04-11 20:00:39
1357,Yumen,40.2833,97.2,44.56,30,39,17.05,CN,2021-04-11 19:57:12
1358,Walvis Bay,-22.9575,14.5053,73.99,64,6,12.41,NA,2021-04-11 20:00:39
1359,Plouzane,48.3833,-4.6167,41.0,65,20,3.44,FR,2021-04-11 20:00:40
1360,Prince George,53.9166,-122.753,39.0,51,40,3.44,CA,2021-04-11 20:00:12
1361,Marzuq,14.4,46.4667,66.94,65,3,6.71,YE,2021-04-11 20:00:40
1362,Antalaha,-14.9003,50.2788,74.98,87,100,6.02,MG,2021-04-11 20:00:41
1363,Batemans Bay,-35.7167,150.1833,53.01,58,4,1.99,AU,2021-04-11 20:00:41
1364,Hokitika,-42.7167,170.9667,56.44,90,99,7.05,NZ,2021-04-11 20:00:02
1365,Cabo San Lucas,22.8909,-109.9124,80.01,50,75,11.5,MX,2021-04-11 20:00:42
1366,Turbat,26.0023,63.044,78.6,44,0,5.35,PK,2021-04-11 20:00:42
1367,Kaniama,-7.5667,24.1833,66.85,97,100,2.24,CD,2021-04-11 20:00:42
1368,Amarante Do Maranhao,-5.5667,-46.7422,83.5,66,96,3.71,BR,2021-04-11 20:00:43
1369,Zlobin,45.2924,14.6541,55.4,76,75,2.3,HR,2021-04-11 20:00:43
1370,Bengkulu,-3.8004,102.2655,75.24,91,100,3.78,ID,2021-04-11 19:58:35
1371,Gat,31.61,34.7642,57.99,86,1,7.0,IL,2021-04-11 19:59:19
1372,Flin Flon,54.7682,-101.865,32.0,74,90,9.22,CA,2021-04-11 20:00:44
1373,Beidao,34.5686,105.8933,49.06,89,100,2.8,CN,2021-04-11 20:00:44
1374,Chapais,49.7834,-74.8492,59.0,26,75,6.91,CA,2021-04-11 20:00:45
1375,Norman Wells,65.282,-126.8329,1.4,42,1,12.66,CA,2021-04-11 20:00:45
1376,Coquimbo,-29.9533,-71.3436,62.6,77,20,16.11,CL,2021-04-11 19:59:58
1377,Esperance,-33.8667,121.9,62.6,63,40,20.71,AU,2021-04-11 20:00:45
1378,Maykor,59.0059,55.88,32.27,96,100,4.9,RU,2021-04-11 20:00:46
1379,Arraias,-12.9288,-46.9437,76.91,61,100,1.66,BR,2021-04-11 20:00:46
1380,Pilar,-9.5972,-35.9567,73.4,94,90,4.61,BR,2021-04-11 19:56:38
1381,Bergama,39.1207,27.1805,55.4,50,0,8.05,TR,2021-04-11 20:00:47
1382,Kenora,49.8167,-94.4337,39.2,81,90,13.8,CA,2021-04-11 19:59:19
1383,Caravelas,-17.7125,-39.2481,78.58,72,22,6.51,BR,2021-04-11 20:00:47
1384,Margate,51.3813,1.3862,39.99,70,95,4.0,GB,2021-04-11 20:00:46
1385,Jalu,29.0331,21.5482,64.0,20,1,11.72,LY,2021-04-11 20:00:48
1386,Mabaruma,8.2,-59.7833,79.92,86,100,4.85,GY,2021-04-11 20:00:48
1387,Kamaishi,39.2667,141.8833,43.74,76,0,5.86,JP,2021-04-11 20:00:48
1388,Felanitx,39.4696,3.1483,62.6,82,40,2.3,ES,2021-04-11 20:00:49
1389,Kula,38.5473,28.6498,38.59,72,7,1.95,TR,2021-04-11 20:00:49
1390,Emerald,-23.5333,148.1667,64.4,39,0,16.11,AU,2021-04-11 20:00:16
1391,Petrozavodsk,61.7849,34.3469,39.2,56,76,8.95,RU,2021-04-11 20:00:50
1392,Ipora,-16.4419,-51.1178,81.88,53,1,3.53,BR,2021-04-11 20:00:50
1393,Launceston,-41.45,147.1667,42.8,70,40,0.83,AU,2021-04-11 19:57:59
1394,Arraial Do Cabo,-22.9661,-42.0278,86.0,54,0,12.66,BR,2021-04-11 20:00:51
1395,Tura,25.5198,90.2201,75.79,49,66,5.73,IN,2021-04-11 20:00:51
1396,Saint-Joseph,-21.3667,55.6167,77.0,78,0,6.91,RE,2021-04-11 20:00:52
1397,Victoria Point,-27.5833,153.3,60.01,57,2,1.01,AU,2021-04-11 20:00:52
1398,Road Town,18.4167,-64.6167,82.4,54,20,8.05,VG,2021-04-11 20:00:53
1399,Vitim,59.4511,112.5578,-8.27,99,51,3.24,RU,2021-04-11 20:00:53
1400,Atambua,-9.1061,124.8925,71.47,83,65,3.65,ID,2021-04-11 20:00:53
1401,Koshurnikovo,54.1667,93.3,16.92,97,94,3.29,RU,2021-04-11 20:00:54
1402,Salalah,17.0151,54.0924,82.4,69,20,4.61,OM,2021-04-11 20:00:15
1403,Biak,-0.9131,122.8766,77.07,80,92,2.44,ID,2021-04-11 19:58:10
1404,Goderich,43.7501,-81.7165,57.2,82,98,4.61,CA,2021-04-11 20:00:54
1405,Sfantu Gheorghe,45.8667,25.7833,41.0,59,14,1.99,RO,2021-04-11 20:00:54
1406,Richards Bay,-28.783,32.0377,71.2,90,1,4.76,ZA,2021-04-11 20:00:55
1407,Sompeta,18.9333,84.6,78.39,84,4,10.0,IN,2021-04-11 20:00:55
1408,Nanortalik,60.1432,-45.2371,37.89,59,0,5.66,GL,2021-04-11 20:00:32
1409,San Quintin,30.4833,-115.95,63.55,66,47,12.19,MX,2021-04-11 20:00:56
1410,Mlonggo,-6.5333,110.7,78.8,83,57,1.39,ID,2021-04-11 20:00:56
1411,Abu Samrah,35.3029,37.1841,45.97,73,3,5.32,SY,2021-04-11 19:58:56
1412,Tiksi,71.6872,128.8694,2.1,73,100,7.74,RU,2021-04-11 20:00:57
1413,Comodoro Rivadavia,-45.8667,-67.5,68.0,52,0,2.3,AR,2021-04-11 20:00:57
1414,Cidreira,-30.1811,-50.2056,83.93,56,74,5.88,BR,2021-04-11 19:58:57
1415,Kaitangata,-46.2817,169.8464,50.77,97,40,3.11,NZ,2021-04-11 19:58:19
1416,Baykit,61.67,96.37,29.28,97,100,2.62,RU,2021-04-11 20:00:58
1417,Vostok,46.4856,135.8833,36.68,83,100,6.13,RU,2021-04-11 20:00:58
1418,Torbay,47.6666,-52.7314,36.0,100,90,9.22,CA,2021-04-11 19:58:30
1419,Mnogovershinnyy,53.9353,139.9242,15.19,89,81,7.83,RU,2021-04-11 20:00:58
1420,Kawalu,-7.3817,108.2082,72.39,97,75,1.1,ID,2021-04-11 19:56:09
1421,Jackson,42.4165,-122.8345,59.0,43,1,2.35,US,2021-04-11 20:00:59
1422,Salym,60.0625,71.4789,43.2,94,100,10.29,RU,2021-04-11 20:00:59
1423,Ambilobe,-13.2,49.05,74.26,91,90,2.01,MG,2021-04-11 20:01:00
1424,Urengoy,65.9667,78.3667,32.47,98,100,13.94,RU,2021-04-11 20:01:00
1425,Diffa,13.3154,12.6113,87.82,7,83,8.12,NE,2021-04-11 20:01:00
1426,Geraldton,-28.7667,114.6,75.2,88,90,23.02,AU,2021-04-11 20:01:01
1427,Nanakuli,21.3906,-158.1547,75.2,60,1,6.91,US,2021-04-11 20:01:01
1428,Luangwa,-15.6167,30.4167,70.21,76,0,1.52,ZM,2021-04-11 20:01:02
1429,Kismayo,-0.3582,42.5454,83.16,74,100,9.84,SO,2021-04-11 20:01:02
1430,Timbiqui,2.7717,-77.6654,81.46,77,100,4.72,CO,2021-04-11 20:01:02
1431,Ambon,-3.6954,128.1814,80.13,79,38,2.71,ID,2021-04-11 20:01:03
1432,Coahuayana,18.7333,-103.6833,82.4,44,20,6.91,MX,2021-04-11 20:01:03
1433,Chenzhou,25.8,113.0333,64.72,96,49,1.45,CN,2021-04-11 20:01:04
1434,Tsaratanana,-16.7833,47.65,72.79,79,100,7.74,MG,2021-04-11 20:01:04
1435,Beboto,8.2668,16.939,85.14,14,41,5.77,TD,2021-04-11 20:01:04
1436,Wattegama,6.7989,81.4808,74.26,92,96,2.15,LK,2021-04-11 20:01:05
1437,Alta,69.9689,23.2717,35.6,64,40,16.11,NO,2021-04-11 20:01:05
1438,Tokur,53.1333,132.9,7.3,88,100,1.57,RU,2021-04-11 20:01:05
1439,Longjiang,47.3303,123.1836,48.13,61,100,6.13,CN,2021-04-11 20:01:06
1440,Avera,33.194,-82.5271,77.0,64,75,10.36,US,2021-04-11 20:01:06
1441,Sao Filipe,14.8961,-24.4956,76.55,64,0,8.19,CV,2021-04-11 19:57:35
1442,Rocha,-34.4833,-54.3333,62.85,83,100,24.16,UY,2021-04-11 20:01:06
1443,Nakhon Thai,17.1006,100.8374,82.99,30,48,1.1,TH,2021-04-11 20:01:07
1444,Bayir,37.2687,28.2167,53.6,35,0,6.91,TR,2021-04-11 20:01:07
1445,Dongobesh,-4.0667,35.3833,55.63,91,88,6.76,TZ,2021-04-11 20:01:08
1446,College,64.8569,-147.8028,21.99,35,75,9.22,US,2021-04-11 20:01:08
1447,Nouadhibou,20.931,-17.0347,71.6,60,5,14.97,MR,2021-04-11 19:56:48
1448,Derzhavinsk,51.1,66.3167,29.93,95,24,8.48,KZ,2021-04-11 20:01:09
1449,Havoysund,70.9963,24.6622,33.8,80,40,28.77,NO,2021-04-11 20:01:09
1450,Pangody,65.85,74.4859,32.86,97,100,17.63,RU,2021-04-11 20:01:09
1451,Yar-Sale,66.8333,70.8333,30.96,98,100,15.77,RU,2021-04-11 20:01:10
1452,Oussouye,12.485,-16.5469,84.2,78,0,6.91,SN,2021-04-11 20:01:10
1453,Linxia,35.6003,103.2064,44.62,69,21,2.15,CN,2021-04-11 20:01:02
1454,Lerwick,60.1545,-1.1494,35.6,75,34,10.36,GB,2021-04-11 20:01:11
1455,Morro Bay,35.3658,-120.8499,69.01,57,100,7.0,US,2021-04-11 20:00:59
1456,Baruun-Urt,46.6806,113.2792,26.28,59,99,9.8,MN,2021-04-11 20:01:11
1457,Neiafu,-18.65,-173.9833,69.8,100,20,6.22,TO,2021-04-11 20:01:12
1458,Qandala,11.472,49.8728,82.36,59,12,8.25,SO,2021-04-11 20:01:12
1459,Atlantic Beach,30.3344,-81.3987,66.2,88,1,11.5,US,2021-04-11 20:01:12
1460,Dabakala,8.3667,-4.4333,87.15,45,28,4.63,CI,2021-04-11 20:01:13
1461,Cherskiy,68.75,161.3,-22.81,100,100,3.96,RU,2021-04-11 20:01:13
1462,Russell,32.3502,-85.1999,78.8,36,1,6.91,US,2021-04-11 20:01:13
1463,Ancud,-41.8697,-73.8203,59.0,100,75,17.27,CL,2021-04-11 20:01:14
1464,Dashitou,43.3067,128.5114,48.78,56,100,5.14,CN,2021-04-11 20:01:14
1465,Tyup,42.7276,78.3648,44.11,41,1,3.53,KG,2021-04-11 20:01:14
1466,Aranos,-24.1333,19.1167,74.91,31,0,9.17,NA,2021-04-11 20:01:15
1467,Pangoa,-12.1167,-73.0,85.37,49,24,2.35,PE,2021-04-11 20:01:15
1468,San Fernando,15.0286,120.6898,75.2,73,40,2.3,PH,2021-04-11 20:01:15
1469,Tomatlan,19.9333,-105.25,87.22,42,62,12.39,MX,2021-04-11 20:01:16
1470,Xichang,27.8964,102.2634,53.29,79,3,2.66,CN,2021-04-11 20:01:16
1471,Galle,6.0367,80.217,77.74,84,99,1.59,LK,2021-04-11 20:01:16
1472,Ngunguru,-35.6167,174.5,64.0,97,83,4.36,NZ,2021-04-11 20:01:17
1473,Hervey Bay,-25.2986,152.8535,61.0,53,0,3.0,AU,2021-04-11 19:58:26
1474,Port Blair,11.6667,92.75,81.79,77,100,4.52,IN,2021-04-11 20:01:17
1475,San Policarpo,12.1791,125.5072,77.9,84,100,8.01,PH,2021-04-11 20:01:18
1476,Faanui,-16.4833,-151.75,82.42,71,100,11.07,PF,2021-04-11 20:01:18
1477,Luanda,-8.8368,13.2343,82.4,78,40,6.91,AO,2021-04-11 19:58:54
1478,Kefalos,36.7453,26.9589,53.6,40,0,8.05,GR,2021-04-11 20:01:19
1479,Lavrentiya,65.5833,-171.0,5.29,64,100,33.91,RU,2021-04-11 20:01:19
1480,Pochutla,15.7432,-96.4661,90.0,51,1,11.5,MX,2021-04-11 20:01:20
1481,Warkworth,-36.4,174.6667,64.0,98,32,1.99,NZ,2021-04-11 19:59:48
1482,Vila Franca Do Campo,37.7167,-25.4333,62.6,94,75,5.75,PT,2021-04-11 19:56:26
1483,Bambanglipuro,-7.95,110.2833,76.55,89,92,2.06,ID,2021-04-11 20:01:20
1484,Vila Velha,-20.3297,-40.2925,82.4,65,0,9.22,BR,2021-04-11 20:00:26
1485,Nantucket,41.2835,-70.0995,46.4,93,90,17.27,US,2021-04-11 20:01:21
1486,Pisco,-13.7,-76.2167,78.8,57,0,19.57,PE,2021-04-11 20:01:21
1487,Wewak,-3.5534,143.6268,76.17,89,100,7.58,PG,2021-04-11 20:01:01
1488,Yanam,16.7333,82.2167,75.38,85,0,1.05,IN,2021-04-11 19:59:59
1489,Yishui,35.7847,118.6281,51.22,93,100,5.21,CN,2021-04-11 20:01:22
1490,Muli,2.9167,73.5667,82.83,72,15,6.51,MV,2021-04-11 20:01:22
1491,Sinnamary,5.3833,-52.95,80.44,79,52,4.85,GF,2021-04-11 20:01:23
1492,Harper,4.375,-7.7169,81.52,80,20,9.86,LR,2021-04-11 20:01:23
1493,Lompoc,34.6391,-120.4579,66.0,59,94,12.66,US,2021-04-11 19:59:05
1494,La Libertad,-2.2333,-80.9,82.4,74,0,9.22,EC,2021-04-11 19:56:41
1495,Srednekolymsk,67.45,153.6833,-25.91,100,100,1.34,RU,2021-04-11 20:01:24
1496,Moindou,-21.6924,165.677,73.4,100,90,3.44,NC,2021-04-11 20:01:24
1497,Alofi,-19.0595,-169.9187,75.2,100,12,2.3,NU,2021-04-11 19:57:57
1498,Ozinki,51.1786,49.6769,55.72,65,100,11.39,RU,2021-04-11 20:01:24
1499,Nampula,-15.1165,39.2666,73.4,94,40,5.75,MZ,2021-04-11 20:01:25
1500,Clyde River,70.4692,-68.5914,32.0,74,75,12.66,CA,2021-04-11 20:01:25
1501,Svetlyy,54.675,20.1347,53.6,58,0,8.95,RU,2021-04-11 20:01:25
1502,Mahajanga,-15.7167,46.3167,80.6,83,20,14.97,MG,2021-04-11 20:01:26
1503,Verkhnevilyuysk,63.4453,120.3167,-3.39,100,77,4.9,RU,2021-04-11 19:59:15
1504,Mareeba,-17.0,145.4333,71.6,100,2,2.1,AU,2021-04-11 20:01:26
1505,Newport,51.5877,-2.9984,42.01,70,4,9.55,GB,2021-04-11 19:57:13
1506,Inhambane,-23.865,35.3833,73.4,88,0,7.34,MZ,2021-04-11 20:01:27
1507,Atbasar,51.8,68.3333,29.52,97,67,4.59,KZ,2021-04-11 19:58:32
1508,Rogaska Slatina,46.2375,15.6397,51.8,71,75,13.8,SI,2021-04-11 20:01:27
1509,Solnechnyy,50.7214,136.6319,28.99,78,97,1.97,RU,2021-04-11 19:59:09
1510,Carpen,44.3333,23.25,48.2,46,0,6.91,RO,2021-04-11 20:01:28
1511,Stettler,52.3168,-112.7186,28.4,100,100,6.91,CA,2021-04-11 19:58:38
1512,Tara,56.8944,74.371,31.1,90,99,8.5,RU,2021-04-11 20:01:28
1513,Saint-Augustin,51.226,-58.6502,44.13,89,100,21.39,CA,2021-04-11 20:01:29
1514,Tarakan,3.3,117.6333,73.4,100,75,2.3,ID,2021-04-11 20:01:29
1515,Kailua,21.4022,-157.7394,73.4,68,40,6.91,US,2021-04-11 20:01:30
1516,Matay,28.419,30.7792,61.41,37,0,16.33,EG,2021-04-11 20:01:30
1517,Taoudenni,22.6783,-3.9836,90.72,12,0,7.74,ML,2021-04-11 20:01:30
1518,Bure,10.7,37.0667,71.17,38,91,3.29,ET,2021-04-11 20:01:31
1519,Naron,43.5167,-8.1528,51.01,46,0,14.97,ES,2021-04-11 20:01:31
1520,Verkhoyansk,67.5447,133.385,-23.48,100,94,2.93,RU,2021-04-11 19:58:58
1521,Santa Cruz,-17.8,-63.1667,80.6,93,75,24.16,BO,2021-04-11 19:58:22
1522,Okha,53.5739,142.9478,22.69,81,97,14.72,RU,2021-04-11 19:56:44
1523,Sambava,-14.2667,50.1667,76.59,87,100,10.0,MG,2021-04-11 20:01:32
1524,Te Anau,-45.4167,167.7167,48.51,94,63,1.28,NZ,2021-04-11 20:01:32
1525,Hambantota,6.1241,81.1185,78.53,81,90,1.7,LK,2021-04-11 20:01:33
1526,Almaznyy,48.0448,40.045,46.4,93,75,11.18,RU,2021-04-11 20:01:33
1527,Dengzhou,37.8086,120.7508,46.92,96,100,13.0,CN,2021-04-11 20:01:33
1528,Tchollire,8.4022,14.1698,91.44,21,94,0.02,CM,2021-04-11 19:57:20
1529,Adrar,20.5022,-10.0711,84.25,15,42,11.3,MR,2021-04-11 20:01:34
1530,Kununurra,-15.7667,128.7333,73.4,100,75,2.95,AU,2021-04-11 20:01:34
1531,Port Saint Lucie,27.2939,-80.3503,84.0,88,90,19.57,US,2021-04-11 20:01:35
1532,Bani Walid,31.7566,13.9942,61.72,49,100,14.34,LY,2021-04-11 20:01:35
1533,Bulungu,-4.55,18.6,69.69,96,95,2.62,CD,2021-04-11 20:01:35
1534,Marand,38.4329,45.7749,51.8,50,20,4.61,IR,2021-04-11 19:59:18
1535,Beyneu,45.3167,55.2,58.19,43,0,12.5,KZ,2021-04-11 20:01:36
1536,Lukang,24.0567,120.4352,71.01,94,75,1.97,TW,2021-04-11 20:01:36
1537,Sorong,-0.8833,131.25,79.81,80,100,2.24,ID,2021-04-11 20:01:37
1538,Angoram,-4.0625,144.0661,72.73,99,100,1.5,PG,2021-04-11 20:01:37
1539,Anloga,5.7947,0.8973,84.2,79,20,11.5,GH,2021-04-11 20:01:37
1540,Ullapool,57.8987,-5.1604,33.01,71,15,2.51,GB,2021-04-11 20:01:38
1541,Byron Bay,-28.65,153.6167,59.0,47,90,8.05,AU,2021-04-11 20:01:30
1542,Surskoye,54.4821,46.7214,38.68,97,100,6.13,RU,2021-04-11 20:01:38
1543,Rawson,-43.3002,-65.1023,72.41,36,0,12.68,AR,2021-04-11 20:01:39
1544,Christchurch,-43.5333,172.6333,55.99,94,7,5.75,NZ,2021-04-11 20:00:19
1545,Ishigaki,24.3448,124.1572,72.88,78,91,19.19,JP,2021-04-11 19:58:17
1546,Bethalto,38.9092,-90.0407,66.99,45,20,21.85,US,2021-04-11 20:01:39
1547,Grindavik,63.8424,-22.4338,39.2,87,75,16.11,IS,2021-04-11 19:58:40
1548,Port Macquarie,-31.4333,152.9167,46.0,76,0,1.01,AU,2021-04-11 19:57:16
1549,Cartagena Del Chaira,1.3349,-74.8429,74.35,92,99,0.89,CO,2021-04-11 20:01:40
1550,Malumfashi,11.7853,7.6218,85.06,10,54,7.11,NG,2021-04-11 20:01:40
1551,Burnie,-41.0667,145.9167,46.99,81,43,5.99,AU,2021-04-11 20:01:41
1552,Tual,-5.6667,132.75,82.6,73,31,8.9,ID,2021-04-11 20:01:41
