City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
518,Raha,26.2333,92.5167,74.5,43,9,1.5,IN,2021-04-11 22:34:07,clear sky
519,La Ciotat,43.1748,5.6045,54.0,95,100,1.63,FR,2021-04-11 22:34:08,overcast clouds
520,Khilok,51.3674,110.4676,16.63,57,1,3.85,RU,2021-04-11 22:34:08,clear sky
521,Brandon,27.9378,-82.2859,66.2,100,75,6.91,US,2021-04-11 22:32:43,moderate rain
522,Manono,-7.3,27.4167,68.86,96,100,3.24,CD,2021-04-11 22:34:09,light rain
523,Liezen,47.5667,14.2333,48.99,65,18,5.97,AT,2021-04-11 22:34:09,few clouds
524,Creel,27.75,-107.6333,67.87,14,100,16.51,MX,2021-04-11 22:34:09,overcast clouds
525,Kapit,2.0167,112.9333,72.63,99,100,1.03,MY,2021-04-11 22:34:10,light rain
526,Tefe,-3.3542,-64.7114,78.8,89,40,3.44,BR,2021-04-11 22:34:10,scattered clouds
527,Moose Factory,51.2585,-80.6094,39.2,87,90,12.66,CA,2021-04-11 22:34:10,overcast clouds
528,Noyabrsk,63.1994,75.4507,34.52,83,100,15.99,RU,2021-04-11 22:34:11,overcast clouds
529,Rio Gallegos,-51.6226,-69.2181,55.4,44,0,10.36,AR,2021-04-11 22:29:23,clear sky
530,Price,39.5994,-110.8107,62.6,13,1,11.5,US,2021-04-11 22:34:11,clear sky
531,Dire,12.2833,-10.9667,89.89,19,3,0.83,ML,2021-04-11 22:34:12,clear sky
532,Salalah,17.0151,54.0924,80.6,74,20,2.3,OM,2021-04-11 22:34:12,few clouds
533,Kirkwall,58.9848,-2.9587,30.2,80,10,3.44,GB,2021-04-11 22:34:12,clear sky
534,Qaqortoq,60.7167,-46.0333,48.2,29,0,13.8,GL,2021-04-11 22:34:13,clear sky
535,Sao Joao Da Barra,-21.6403,-41.0511,78.8,69,0,6.91,BR,2021-04-11 22:31:02,clear sky
536,Kavieng,-2.5744,150.7967,78.57,83,100,1.97,PG,2021-04-11 22:34:13,light rain
537,Bambanglipuro,-7.95,110.2833,76.26,91,71,3.09,ID,2021-04-11 22:34:13,broken clouds
538,Floha,50.8561,13.0741,41.0,87,94,1.99,DE,2021-04-11 22:34:14,overcast clouds
539,Rawah,34.4816,41.9093,57.83,33,1,4.34,IQ,2021-04-11 22:34:14,clear sky
540,Aripuana,-9.1667,-60.6333,74.12,96,81,1.01,BR,2021-04-11 22:34:14,heavy intensity rain
541,Saryagash,41.4511,69.1701,46.4,71,0,4.61,KZ,2021-04-11 22:34:15,clear sky
542,Opuwo,-18.0607,13.84,69.51,35,1,9.01,NA,2021-04-11 22:34:15,clear sky
543,Los Llanos De Aridane,28.6585,-17.9182,68.0,73,0,4.45,ES,2021-04-11 22:34:16,clear sky
544,Pemberton,50.3164,-122.8027,46.4,34,20,4.61,CA,2021-04-11 22:30:01,few clouds
545,Aginskoye,51.1,114.53,19.54,45,75,10.96,RU,2021-04-11 22:34:16,broken clouds
546,Wanaka,-44.7,169.15,58.06,76,77,7.9,NZ,2021-04-11 22:34:16,broken clouds
547,Massakory,12.996,15.7293,85.42,7,49,11.9,TD,2021-04-11 22:32:21,scattered clouds
548,San Cristobal,7.7669,-72.225,87.8,58,40,9.22,VE,2021-04-11 22:34:17,scattered clouds
549,Jacareacanga,-6.2222,-57.7528,75.56,94,79,1.77,BR,2021-04-11 22:34:17,light rain
550,Soyo,-6.1349,12.3689,79.02,81,77,3.51,AO,2021-04-11 22:34:18,broken clouds
551,Tingo Maria,-9.2895,-76.0088,71.98,95,67,1.01,PE,2021-04-11 22:34:18,broken clouds
552,Wilmington,34.2257,-77.9447,73.4,64,1,12.66,US,2021-04-11 22:32:26,clear sky
553,Laurel,39.0993,-76.8483,77.0,49,40,9.22,US,2021-04-11 22:34:14,scattered clouds
554,Puerto Morazan,12.8504,-87.1717,89.6,58,20,4.61,NI,2021-04-11 22:34:19,few clouds
555,Kushmurun,52.4503,64.6311,27.66,92,36,1.99,KZ,2021-04-11 22:34:19,scattered clouds
556,Keffi,8.8486,7.8736,77.0,73,40,10.36,NG,2021-04-11 22:34:19,scattered clouds
557,Moindou,-21.6924,165.677,77.0,94,75,8.05,NC,2021-04-11 22:34:20,broken clouds
558,Nouadhibou,20.931,-17.0347,68.0,68,0,17.27,MR,2021-04-11 22:34:20,clear sky
559,Mumford,5.2618,-0.759,81.23,85,94,7.31,GH,2021-04-11 22:34:20,overcast clouds
560,Aykhal,66.0,111.5,3.52,99,84,6.15,RU,2021-04-11 22:33:15,broken clouds
561,Harrison,30.4091,-89.0436,75.0,49,1,8.05,US,2021-04-11 22:34:21,clear sky
562,Tabou,4.423,-7.3528,80.37,84,52,6.67,CI,2021-04-11 22:34:21,broken clouds
563,Pilar,-9.5972,-35.9567,71.6,100,75,6.91,BR,2021-04-11 22:34:22,broken clouds
564,Mezen,65.8522,44.24,34.11,92,100,16.26,RU,2021-04-11 22:34:22,overcast clouds
565,Bobon,12.5246,124.5636,79.47,85,97,8.7,PH,2021-04-11 22:34:22,overcast clouds
566,Aksay,47.26,39.87,48.2,93,40,6.71,RU,2021-04-11 22:34:23,scattered clouds
