City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
86,Ancud,CL,60.01,broken clouds,-41.8697,-73.8203,Hotel Arena Gruesa
87,Half Moon Bay,US,68.0,haze,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
88,Carnarvon,AU,78.8,overcast clouds,-24.8667,113.6333,Hospitality Carnarvon
89,Palmas Bellas,PA,86.0,scattered clouds,9.2319,-80.0867,Estación de Chagres
92,Coahuayana,MX,84.2,scattered clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
93,San Quintin,MX,62.67,broken clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
97,Passo Fundo,BR,65.64,broken clouds,-28.2628,-52.4067,Hotel Villa Vergueiro
98,Poum,NC,77.41,overcast clouds,-20.2333,164.0167,Gîte kajeon
99,Karaton,ID,78.01,few clouds,-6.3424,106.1045,Parkir Mobil Wisata CAS Water Park
100,Tual,ID,82.56,scattered clouds,-5.6667,132.75,Grand Vilia Hotel
102,Constitucion,CL,60.82,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
103,Lagoa,PT,61.65,overcast clouds,39.05,-27.9833,Casa Das Faias
104,Ahipara,NZ,71.06,scattered clouds,-35.1667,173.1667,Ahipara Holiday Park
108,Teguise,ES,68.0,few clouds,29.0605,-13.564,B&B La Casona de Nazaret
111,Manzanillo,CU,83.59,broken clouds,20.3433,-77.1167,"HOSTAL ""THE YELLOW HOUSE"""
112,Villa Del Rosario,CO,87.8,scattered clouds,7.8339,-72.4742,Hotel Villas de San Diego
115,Hithadhoo,MV,83.03,overcast clouds,-0.6,73.0833,Scoop Guest House
117,Ngunguru,NZ,69.01,broken clouds,-35.6167,174.5,Pacific Rendezvous Motel Resort
119,Saint George,US,84.0,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
121,Mizan Teferi,ET,62.67,light rain,6.9833,35.5833,Hotel Salayish | ሆቴል ሳላይሽ
122,Codajas,BR,74.95,light rain,-3.8367,-62.0569,Hotel Tamires
123,Bluff,NZ,57.0,scattered clouds,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
125,Porto Belo,BR,77.0,clear sky,-27.1578,-48.5531,Costa Verde Beach Hotel
126,Pisco,PE,73.4,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
127,Tomatlan,MX,83.37,broken clouds,19.9333,-105.25,Norma franco
128,Ambilobe,MG,72.86,overcast clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
130,Ribeira Grande,PT,62.6,broken clouds,38.5167,-28.7,Quinta da Meia Eira
131,Kahului,US,75.2,light rain,20.8947,-156.47,Maui Seaside Hotel
132,Fortuna,US,61.0,clear sky,40.5982,-124.1573,Super 8 by Wyndham Fortuna
135,Vila Velha,BR,77.0,clear sky,-20.3297,-40.2925,Quality Suites Vila Velha
137,Butaritari,KI,81.28,scattered clouds,3.0707,172.7902,Isles Sunset Lodge
141,Bethel,US,55.4,light rain,41.3712,-73.414,Courtyard by Marriott Danbury
144,Mar Del Plata,AR,64.0,clear sky,-38.0023,-57.5575,Gran Hotel Mar del Plata
145,Maneadero,MX,64.99,broken clouds,31.7167,-116.5667,Casa De Thompson
147,Antofagasta,CL,62.6,scattered clouds,-23.65,-70.4,Holiday Inn Express Antofagasta
150,Cidreira,BR,72.7,overcast clouds,-30.1811,-50.2056,Hotel Castelo
151,Bourail,NC,76.62,overcast clouds,-21.5667,165.4833,Motel Allamanda
152,Correntina,BR,74.8,overcast clouds,-13.3433,-44.6367,Hotel Pousada dos Sonhos
153,Puerto Ayora,EC,80.6,scattered clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
154,Georgetown,MY,80.6,scattered clouds,5.4112,100.3354,Cititel Penang
155,North Bend,US,55.0,clear sky,43.4065,-124.2243,Red Lion Hotel Coos Bay
158,Lhokseumawe,ID,76.73,few clouds,5.1801,97.1507,OYO 3278 Penginapan Alfajri
160,Bennettsville,US,80.01,scattered clouds,34.6174,-79.6848,Quality Inn
161,Katsuura,JP,57.0,few clouds,35.1333,140.3,Katsuura Hotel Mikazuki
163,Westport,US,50.0,light rain,41.1415,-73.3579,The Westport Inn
164,Te Anau,NZ,55.02,heavy intensity rain,-45.4167,167.7167,Kingsgate Hotel Te Anau
165,Chuy,UY,64.09,overcast clouds,-33.6971,-53.4616,Nuevo Hotel Plaza
166,Lusaka,ZM,60.8,clear sky,-15.4067,28.2871,InterContinental Lusaka
167,Colares,PT,57.0,broken clouds,38.7992,-9.4469,Arribas Sintra Hotel
168,Gizo,SB,82.0,light rain,-8.103,156.8419,Imagination Island
173,Gilgit,PK,51.33,overcast clouds,35.9221,74.3087,Tourist Hamlet Gilgit
175,East London,ZA,71.13,overcast clouds,-33.0153,27.9116,Tu Casa
176,Erzin,TR,50.0,scattered clouds,36.9559,36.2,Artemis Otel
178,Jinxiang,CN,64.08,overcast clouds,27.4327,120.6062,Wolong Village
179,Vila Franca Do Campo,PT,62.6,broken clouds,37.7167,-25.4333,Pestana Bahia Praia
180,Gat,IL,55.0,clear sky,31.61,34.7642,OlusHome
181,Pimenta Bueno,BR,75.87,overcast clouds,-11.6725,-61.1936,Cristalina Palace Hotel
182,Nago,JP,69.8,clear sky,26.5881,127.9761,Hotel Yugaf Inn Okinawa
185,Cabedelo,BR,75.2,broken clouds,-6.9811,-34.8339,Hotel Pigalle
188,Asfi,MA,60.94,broken clouds,32.2994,-9.2372,Hôtel Abda
189,Fort Smith,US,80.6,clear sky,35.3859,-94.3986,Hampton Inn by Hilton Fort Smith
190,Itupiranga,BR,84.2,scattered clouds,-5.1347,-49.3267,Hotel Panorama
195,Isangel,VU,82.4,broken clouds,-19.55,169.2667,Volcano Sea View Tree House
196,Tanete,ID,76.06,broken clouds,-3.9443,119.7848,Wisma Tri Multi
197,Timaru,NZ,57.0,light rain,-44.4,171.25,The Grosvenor
199,Campbell River,CA,53.01,few clouds,50.0163,-125.2446,Ramada by Wyndham Campbell River
200,Yankton,US,60.8,overcast clouds,42.8711,-97.3973,Holiday Inn Express & Suites Yankton
201,Cordoba,AR,62.6,clear sky,-31.4135,-64.1811,Hotel Sussex
204,Meadow Lake,US,79.0,broken clouds,34.8014,-106.5436,JKL Inc. R.V Park and Storage
208,Lincoln,US,69.8,clear sky,40.8,-96.667,Courtyard by Marriott Lincoln Downtown/Haymarket
210,Bosaso,SO,79.5,broken clouds,11.2842,49.1816,Red Sea Hotel
211,Praia,CV,73.4,clear sky,14.9215,-23.5087,LT Aparthotel
